strings,first,second,fourth,fifth
egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,1498.9415,648.3729,855.1932,690.836
montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes,1433.3082,960.9381,473.9273,207.6834
lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,1244.7404,1324.5355,1888.1506,1996.2162
porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,991.8729,1461.5135,687.0299,701.2115
sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,1765.1218,164.7184,1211.2036,1465.343
fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,336.2658,1654.7642,1375.6579,1619.0875
vivamus tortor duis mattis egestas metus aenean fermentum donec ut,1716.7936,957.4278,1652.5675,695.3557
ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,1985.1887,1038.7802,1576.5949,1073.8776
massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,330.2212,1638.26,1256.893,496.1407
nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,460.6358,479.3064,1026.6524,1901.6978
ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,1052.9583,1613.6081,1231.1743,363.9852
tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,906.7705,196.4562,1378.9461,410.9475
feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,903.2365,1297.0009,286.5547,686.1988
id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,1884.9921,837.9458,1869.6239,1478.2149
penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,1289.3707,1060.4045,741.5112,1480.052
posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,488.4373,591.7504,1982.041,1257.5012
phasellus id sapien in sapien iaculis congue vivamus metus arcu,1060.9283,698.6988,870.8566,514.5903
nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,1548.9859,1725.9836,104.7678,509.2753
sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,1210.0051,528.2883,922.0461,1084.4193
sem fusce consequat nulla nisl nunc nisl duis bibendum felis,1602.1494,335.7914,1440.5287,475.0446
ut erat curabitur gravida nisi at nibh in hac habitasse,115.4483,1619.4352,494.243,1866.4499
morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,1528.8863,723.0288,1519.1221,1469.5483
sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,71.2272,68.7635,821.793,1781.7426
quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,971.7564,363.7465,417.6523,703.6008
consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis,65.2724,1736.6774,1780.93,261.8764
habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,1911.6066,772.9497,978.6747,1432.7161
morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue,1035.9991,1004.7347,784.6713,790.4108
placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,1085.9047,1149.7919,371.8005,1291.1964
sapien a libero nam dui proin leo odio porttitor id,580.2159,22.256,1224.9947,1330.5459
sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,1321.4942,520.0664,110.7759,901.9498
lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,746.2882,1192.7111,1656.1347,968.7543
euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,1764.8621,1275.3093,1336.4543,922.3113
mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,898.8732,185.0265,1251.6297,91.8826
integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,1346.8906,1959.3085,471.1248,1222.1482
semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et,1938.3484,1568.2492,1039.4776,1857.3155
interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at,1885.5744,368.7445,1770.2453,913.4938
vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,741.3259,1147.905,315.3397,1002.7104
potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,154.7705,10.8474,437.8887,1952.5217
sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,1772.2421,170.6464,1446.6123,737.8874
massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,948.3605,1530.7856,617.8444,1913.4243
duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,1275.376,1602.362,486.59,1945.5973
in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,1804.1041,749.1966,322.7977,1404.1771
pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,278.2482,95.4688,1470.6421,185.0753
turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,553.0455,1484.7869,1228.9202,686.2124
purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut,1344.1898,133.2876,717.6335,1648.1964
mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,88.3269,1454.6355,1320.4373,927.7421
orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,569.6766,938.0466,603.7698,1363.8304
semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero,1252.7274,1569.4888,1335.0014,126.443
potenti in eleifend quam a odio in hac habitasse platea,1746.0491,642.5677,1846.9205,998.5156
mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,1282.2661,473.993,1002.4117,1388.7845
libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,1533.9552,272.5156,1941.954,594.0322
in felis donec semper sapien a libero nam dui proin leo odio porttitor id,1642.8711,776.6591,1264.8076,1055.6076
eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,1130.6289,422.6726,862.5074,59.4829
dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,1874.5374,1202.0233,951.1357,1497.9608
massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,1220.4899,1666.2841,712.8752,1556.1787
amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,1872.9601,1455.9318,1165.6603,1228.3741
eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus,1419.5596,527.2269,662.465,778.3589
est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,1666.776,1449.2124,269.5906,1182.4676
nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,981.8238,1505.8523,1522.6683,1708.1282
sed tristique in tempus sit amet sem fusce consequat nulla nisl,1670.4934,1535.0757,1397.573,583.5661
suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,1361.267,851.0645,1399.1274,934.2952
neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit,1649.803,578.5179,1357.7904,1098.8779
ante nulla justo aliquam quis turpis eget elit sodales scelerisque,1885.6407,1370.1513,804.5552,470.0977
vel sem sed sagittis nam congue risus semper porta volutpat quam pede,1912.4047,1236.6399,1950.8265,1380.2957
integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,922.3186,370.3551,943.104,1806.7102
libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,506.5053,1937.8902,1522.8417,1629.9937
blandit lacinia erat vestibulum sed magna at nunc commodo placerat,799.6616,1117.156,1349.4008,705.1184
dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,1108.823,1612.6666,898.8646,507.7975
justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,1188.2218,1286.0783,455.0021,177.6118
ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,263.5994,182.2601,1401.5694,1727.553
ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est,1910.3154,915.4679,1305.4176,1004.2926
vulputate ut ultrices vel augue vestibulum ante ipsum primis in,1994.2972,1598.3094,274.7287,1942.4604
morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,353.6109,867.5162,389.0431,767.6833
non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,940.835,1657.0554,1157.7651,1819.8647
accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,1335.3551,1203.8822,1120.5236,1111.5475
congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,581.3097,284.4304,387.7933,1480.3597
scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,1834.9646,1714.8286,964.7022,224.1818
porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,33.4372,1112.5732,703.2735,1159.2845
velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,1802.1865,350.7213,73.3766,1168.1082
eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id,1450.0137,88.6428,1580.0638,1701.5557
venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,109.8013,553.0592,36.1286,589.6209
at nulla suspendisse potenti cras in purus eu magna vulputate luctus,42.6838,1497.2581,546.2782,525.6804
felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,701.4427,1012.6724,543.7619,563.8648
hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,487.5952,128.9147,1826.6776,1901.3028
sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,1402.7098,1293.425,241.2193,1405.8976
erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,1854.0194,1918.6589,1474.2691,824.9122
eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,1122.8938,1995.8166,1828.2105,1766.8226
consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,1634.8693,962.1835,1143.3419,1748.4313
in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,1249.9173,1623.3769,233.4078,1259.9258
odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,490.5263,165.4272,1695.3856,381.3461
ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,104.5244,956.2757,565.9889,1923.9449
quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,13.5545,1110.1753,21.003,1733.5737
nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,705.9904,698.8404,55.4476,354.3723
quis turpis eget elit sodales scelerisque mauris sit amet eros,672.033,692.48,8.712,1370.4947
dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,1902.0081,896.6915,1611.1807,1185.0008
a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,1502.0054,1740.8235,1696.8793,971.4436
donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,178.5104,1457.444,1814.9138,936.766
volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,415.3882,1809.4115,836.6168,1050.5068
a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,763.8919,1424.6948,31.1506,1995.6848
urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,1522.0946,1715.3383,1577.081,96.5334
iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,1950.2747,813.2768,678.0331,1611.0854
odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,765.5743,1107.1338,980.0742,837.4705
tortor risus dapibus augue vel accumsan tellus nisi eu orci,393.2324,1123.3611,1401.0286,1232.6087
bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,1760.1561,414.34,1442.8249,609.5666
ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,1587.7168,936.5992,652.3654,1158.1625
dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,1849.2954,570.4574,1339.6694,1005.0682
tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,528.2323,1046.4386,1236.0881,755.1699
convallis nulla neque libero convallis eget eleifend luctus ultricies eu,1572.8054,1468.2818,1567.3583,1709.9766
primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,1365.5863,527.8752,846.5081,736.1436
magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,1203.4661,990.9324,1604.2636,63.4238
erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,427.3672,1306.697,912.0626,749.5395
nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,488.2613,440.5029,230.4511,506.2472
amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,1673.3417,892.0255,940.7163,1665.6044
